algorithm,phase,size_label,size_value,input_label,input_size_bytes,run,time_s,peak_memory_bytes,ciphertext_bytes
Knapsack,encrypt,key_bits,64,audio_200KB,20480,0,0.015726083000000557,123560,23040
Knapsack,decrypt,key_bits,64,audio_200KB,20480,0,0.019326916000000693,1470604,
Knapsack,encrypt,key_bits,64,audio_200KB,20480,1,0.015591290999999785,123448,23040
Knapsack,decrypt,key_bits,64,audio_200KB,20480,1,0.01881158300000152,1470604,
Knapsack,encrypt,key_bits,64,audio_200KB,20480,2,0.015443750000001089,123448,23040
Knapsack,decrypt,key_bits,64,audio_200KB,20480,2,0.019556458000000276,1470604,
Knapsack,encrypt,key_bits,64,audio_200KB,20480,3,0.015617208000000105,123448,23040
Knapsack,decrypt,key_bits,64,audio_200KB,20480,3,0.01921220900000087,1470604,
Knapsack,encrypt,key_bits,64,audio_200KB,20480,4,0.01551820799999959,123448,23040
Knapsack,decrypt,key_bits,64,audio_200KB,20480,4,0.018791666000000262,1470604,
Knapsack,encrypt,key_bits,64,audio_200KB,20480,5,0.015574959000000277,123448,23040
Knapsack,decrypt,key_bits,64,audio_200KB,20480,5,0.01875979199999911,1470604,
Knapsack,encrypt,key_bits,64,audio_200KB,20480,6,0.01559875000000055,123448,23040
Knapsack,decrypt,key_bits,64,audio_200KB,20480,6,0.019342374999999024,1470604,
Knapsack,encrypt,key_bits,64,audio_200KB,20480,7,0.015528500000000278,123448,23040
Knapsack,decrypt,key_bits,64,audio_200KB,20480,7,0.01834745799999915,1470604,
Knapsack,encrypt,key_bits,64,audio_200KB,20480,8,0.015126333000001324,123448,23040
Knapsack,decrypt,key_bits,64,audio_200KB,20480,8,0.01843595799999953,1470604,
Knapsack,encrypt,key_bits,64,audio_200KB,20480,9,0.01542604199999964,123448,23040
Knapsack,decrypt,key_bits,64,audio_200KB,20480,9,0.018942541999999563,1470604,
Knapsack,encrypt,key_bits,64,video_1MB,20480,0,0.014974000000000487,123448,23040
Knapsack,decrypt,key_bits,64,video_1MB,20480,0,0.018619749999999158,1470604,
Knapsack,encrypt,key_bits,64,video_1MB,20480,1,0.015444999999999709,123448,23040
Knapsack,decrypt,key_bits,64,video_1MB,20480,1,0.018451167000000268,1470604,
Knapsack,encrypt,key_bits,64,video_1MB,20480,2,0.015076458999999431,123448,23040
Knapsack,decrypt,key_bits,64,video_1MB,20480,2,0.018340916999999735,1470604,
Knapsack,encrypt,key_bits,64,video_1MB,20480,3,0.01549733300000078,123448,23040
Knapsack,decrypt,key_bits,64,video_1MB,20480,3,0.01919183399999902,1470604,
Knapsack,encrypt,key_bits,64,video_1MB,20480,4,0.015438875000000962,123448,23040
Knapsack,decrypt,key_bits,64,video_1MB,20480,4,0.018591499999999428,1470604,
Knapsack,encrypt,key_bits,64,video_1MB,20480,5,0.015385208999999733,123448,23040
Knapsack,decrypt,key_bits,64,video_1MB,20480,5,0.018826291999999967,1470604,
Knapsack,encrypt,key_bits,64,video_1MB,20480,6,0.015508458000001113,123448,23040
Knapsack,decrypt,key_bits,64,video_1MB,20480,6,0.01882508299999941,1470604,
Knapsack,encrypt,key_bits,64,video_1MB,20480,7,0.015441749999999033,123448,23040
Knapsack,decrypt,key_bits,64,video_1MB,20480,7,0.01930074999999931,1470604,
Knapsack,encrypt,key_bits,64,video_1MB,20480,8,0.01566212499999864,123448,23040
Knapsack,decrypt,key_bits,64,video_1MB,20480,8,0.018933999999999784,1470604,
Knapsack,encrypt,key_bits,64,video_1MB,20480,9,0.015553000000000594,123448,23040
Knapsack,decrypt,key_bits,64,video_1MB,20480,9,0.018786625000000612,1470604,
Diffie-Hellman,keygen,prime_bits,512,-,0,0,0.00023258300000073007,48,
Diffie-Hellman,key_exchange,prime_bits,512,-,0,0,0.0003837909999990785,242,
Diffie-Hellman,keygen,prime_bits,512,-,0,1,0.00018658299999962935,72,
Diffie-Hellman,key_exchange,prime_bits,512,-,0,1,0.00016354199999923935,242,
Diffie-Hellman,keygen,prime_bits,512,-,0,2,0.00017949999999977706,72,
Diffie-Hellman,key_exchange,prime_bits,512,-,0,2,0.0001624160000002206,242,
Diffie-Hellman,keygen,prime_bits,512,-,0,3,0.0001884580000002245,72,
Diffie-Hellman,key_exchange,prime_bits,512,-,0,3,0.00016549999999959653,242,
Diffie-Hellman,keygen,prime_bits,512,-,0,4,0.00018666600000116773,72,
Diffie-Hellman,key_exchange,prime_bits,512,-,0,4,0.00017712499999866793,242,
Diffie-Hellman,keygen,prime_bits,512,-,0,5,0.00018420800000029658,72,
Diffie-Hellman,key_exchange,prime_bits,512,-,0,5,0.00016954099999999528,242,
Diffie-Hellman,keygen,prime_bits,512,-,0,6,0.0001878749999999485,72,
Diffie-Hellman,key_exchange,prime_bits,512,-,0,6,0.00016933300000054885,242,
Diffie-Hellman,keygen,prime_bits,512,-,0,7,0.00018625000000049852,72,
Diffie-Hellman,key_exchange,prime_bits,512,-,0,7,0.00016195899999971175,242,
Diffie-Hellman,keygen,prime_bits,512,-,0,8,0.0001780829999997735,72,
Diffie-Hellman,key_exchange,prime_bits,512,-,0,8,0.0001615830000005758,242,
Diffie-Hellman,keygen,prime_bits,512,-,0,9,0.0001882919999989241,72,
Diffie-Hellman,key_exchange,prime_bits,512,-,0,9,0.0001652920000001501,242,
Diffie-Hellman,keygen,prime_bits,1024,-,0,0,0.0009978749999994818,72,
Diffie-Hellman,key_exchange,prime_bits,1024,-,0,0,0.0009765840000000026,370,
Diffie-Hellman,keygen,prime_bits,1024,-,0,1,0.0009710840000014542,72,
Diffie-Hellman,key_exchange,prime_bits,1024,-,0,1,0.0009315420000000074,370,
Diffie-Hellman,keygen,prime_bits,1024,-,0,2,0.0009727499999989675,72,
Diffie-Hellman,key_exchange,prime_bits,1024,-,0,2,0.0009332920000009182,370,
Diffie-Hellman,keygen,prime_bits,1024,-,0,3,0.0009604589999998581,72,
Diffie-Hellman,key_exchange,prime_bits,1024,-,0,3,0.0009387499999995441,370,
Diffie-Hellman,keygen,prime_bits,1024,-,0,4,0.0009588750000002477,72,
Diffie-Hellman,key_exchange,prime_bits,1024,-,0,4,0.0009297499999991743,370,
Diffie-Hellman,keygen,prime_bits,1024,-,0,5,0.0009982919999984574,72,
Diffie-Hellman,key_exchange,prime_bits,1024,-,0,5,0.00094562499999995,370,
Diffie-Hellman,keygen,prime_bits,1024,-,0,6,0.0009711670000012163,72,
Diffie-Hellman,key_exchange,prime_bits,1024,-,0,6,0.0009292500000004367,370,
Diffie-Hellman,keygen,prime_bits,1024,-,0,7,0.0009786250000001218,72,
Diffie-Hellman,key_exchange,prime_bits,1024,-,0,7,0.0009406659999999789,370,
Diffie-Hellman,keygen,prime_bits,1024,-,0,8,0.0009761250000011046,72,
Diffie-Hellman,key_exchange,prime_bits,1024,-,0,8,0.0009328330000002438,370,
Diffie-Hellman,keygen,prime_bits,1024,-,0,9,0.0009709579999999107,72,
Diffie-Hellman,key_exchange,prime_bits,1024,-,0,9,0.0009535000000013838,370,
Diffie-Hellman,keygen,prime_bits,2048,-,0,0,0.004548291999999066,72,
Diffie-Hellman,key_exchange,prime_bits,2048,-,0,0,0.004566750000000397,626,
Diffie-Hellman,keygen,prime_bits,2048,-,0,1,0.004598749999999541,72,
Diffie-Hellman,key_exchange,prime_bits,2048,-,0,1,0.00448545800000133,626,
Diffie-Hellman,keygen,prime_bits,2048,-,0,2,0.004556500000001407,72,
Diffie-Hellman,key_exchange,prime_bits,2048,-,0,2,0.00448437500000054,626,
Diffie-Hellman,keygen,prime_bits,2048,-,0,3,0.004606416999999752,72,
Diffie-Hellman,key_exchange,prime_bits,2048,-,0,3,0.004475875000000684,626,
Diffie-Hellman,keygen,prime_bits,2048,-,0,4,0.004583415999999119,72,
Diffie-Hellman,key_exchange,prime_bits,2048,-,0,4,0.004516083000000393,626,
Diffie-Hellman,keygen,prime_bits,2048,-,0,5,0.00459912500000037,72,
Diffie-Hellman,key_exchange,prime_bits,2048,-,0,5,0.00447591699999883,626,
Diffie-Hellman,keygen,prime_bits,2048,-,0,6,0.0046192499999992975,72,
Diffie-Hellman,key_exchange,prime_bits,2048,-,0,6,0.004488582999998769,626,
Diffie-Hellman,keygen,prime_bits,2048,-,0,7,0.004554374999999666,72,
Diffie-Hellman,key_exchange,prime_bits,2048,-,0,7,0.00446641599999964,626,
Diffie-Hellman,keygen,prime_bits,2048,-,0,8,0.0045000000000001705,72,
Diffie-Hellman,key_exchange,prime_bits,2048,-,0,8,0.004563624999999405,626,
Diffie-Hellman,keygen,prime_bits,2048,-,0,9,0.004572083999999421,72,
Diffie-Hellman,key_exchange,prime_bits,2048,-,0,9,0.0044511669999991454,626,
ElGamal,keygen,prime_bits,512,-,0,0,0.0007108749999993336,1740,
ElGamal,keygen,prime_bits,512,-,0,1,0.0007291250000012184,1308,
ElGamal,keygen,prime_bits,512,-,0,2,0.0006943750000001359,1304,
ElGamal,keygen,prime_bits,512,-,0,3,0.0006886250000004424,1308,
ElGamal,keygen,prime_bits,512,-,0,4,0.0007134579999998891,1308,
ElGamal,keygen,prime_bits,512,-,0,5,0.0007407500000002898,1308,
ElGamal,keygen,prime_bits,512,-,0,6,0.0007456250000004161,1308,
ElGamal,keygen,prime_bits,512,-,0,7,0.0006998750000004605,1308,
ElGamal,keygen,prime_bits,512,-,0,8,0.0007554580000004307,1308,
ElGamal,keygen,prime_bits,512,-,0,9,0.0007270830000010164,1308,
ElGamal,encrypt,prime_bits,512,text_1KB,1024,0,0.026426332999999858,9284,2176
ElGamal,decrypt,prime_bits,512,text_1KB,1024,0,0.017821291000000627,6324,
ElGamal,encrypt,prime_bits,512,text_1KB,1024,1,0.027022375000001375,8040,2176
ElGamal,decrypt,prime_bits,512,text_1KB,1024,1,0.017859624999999824,5380,
ElGamal,encrypt,prime_bits,512,text_1KB,1024,2,0.02719945800000012,7200,2176
ElGamal,decrypt,prime_bits,512,text_1KB,1024,2,0.017980666000001477,5376,
ElGamal,encrypt,prime_bits,512,text_1KB,1024,3,0.02671366699999922,7196,2175
ElGamal,decrypt,prime_bits,512,text_1KB,1024,3,0.018142208000000437,5380,
ElGamal,encrypt,prime_bits,512,text_1KB,1024,4,0.02669883400000117,7200,2176
ElGamal,decrypt,prime_bits,512,text_1KB,1024,4,0.017772625000000986,5380,
ElGamal,encrypt,prime_bits,512,text_1KB,1024,5,0.02712754200000056,7196,2176
ElGamal,decrypt,prime_bits,512,text_1KB,1024,5,0.018349415999999508,5376,
ElGamal,encrypt,prime_bits,512,text_1KB,1024,6,0.026917291999996706,7200,2176
ElGamal,decrypt,prime_bits,512,text_1KB,1024,6,0.017971541999997953,5380,
ElGamal,encrypt,prime_bits,512,text_1KB,1024,7,0.02718766699999975,7200,2176
ElGamal,decrypt,prime_bits,512,text_1KB,1024,7,0.017677041999998977,5380,
ElGamal,encrypt,prime_bits,512,text_1KB,1024,8,0.02698599999999729,7200,2176
ElGamal,decrypt,prime_bits,512,text_1KB,1024,8,0.01769487500000011,5376,
ElGamal,encrypt,prime_bits,512,text_1KB,1024,9,0.026799624999998883,7196,2176
ElGamal,decrypt,prime_bits,512,text_1KB,1024,9,0.01790412500000116,5376,
ElGamal,encrypt,prime_bits,512,image_50KB,20480,0,0.5098408749999983,86476,41726
ElGamal,decrypt,prime_bits,512,image_50KB,20480,0,0.33956870899999814,37728,
ElGamal,encrypt,prime_bits,512,image_50KB,20480,1,0.513780624999999,86472,41726
ElGamal,decrypt,prime_bits,512,image_50KB,20480,1,0.34376125,37732,
ElGamal,encrypt,prime_bits,512,image_50KB,20480,2,0.5126457079999973,69395,41726
ElGamal,decrypt,prime_bits,512,image_50KB,20480,2,0.3417118330000015,37814,
ElGamal,encrypt,prime_bits,512,image_50KB,20480,3,0.5103418329999982,69224,41726
ElGamal,decrypt,prime_bits,512,image_50KB,20480,3,0.34237862500000205,37732,
ElGamal,encrypt,prime_bits,512,image_50KB,20480,4,0.515452125000003,69216,41724
ElGamal,decrypt,prime_bits,512,image_50KB,20480,4,0.3419206250000002,37728,
ElGamal,encrypt,prime_bits,512,image_50KB,20480,5,0.5095301670000012,69224,41722
ElGamal,decrypt,prime_bits,512,image_50KB,20480,5,0.34399654200000285,37732,
ElGamal,encrypt,prime_bits,512,image_50KB,20480,6,0.520048083999999,69224,41726
ElGamal,decrypt,prime_bits,512,image_50KB,20480,6,0.34260933400000226,37728,
ElGamal,encrypt,prime_bits,512,image_50KB,20480,7,0.5156198340000024,69216,41725
ElGamal,decrypt,prime_bits,512,image_50KB,20480,7,0.34714841699999965,37732,
ElGamal,encrypt,prime_bits,512,image_50KB,20480,8,0.5079978749999974,69232,41727
ElGamal,decrypt,prime_bits,512,image_50KB,20480,8,0.3394461249999985,37728,
ElGamal,encrypt,prime_bits,512,image_50KB,20480,9,0.5066210829999989,69224,41726
ElGamal,decrypt,prime_bits,512,image_50KB,20480,9,0.34009570899999986,37728,
ElGamal,encrypt,prime_bits,512,audio_200KB,20480,0,0.5109239169999995,69228,41723
ElGamal,decrypt,prime_bits,512,audio_200KB,20480,0,0.3392718330000015,37728,
ElGamal,encrypt,prime_bits,512,audio_200KB,20480,1,0.5139103329999983,69224,41725
ElGamal,decrypt,prime_bits,512,audio_200KB,20480,1,0.3430782910000012,37732,
ElGamal,encrypt,prime_bits,512,audio_200KB,20480,2,0.5107145000000024,69224,41726
ElGamal,decrypt,prime_bits,512,audio_200KB,20480,2,0.34230362499999956,37732,
ElGamal,encrypt,prime_bits,512,audio_200KB,20480,3,0.5113860420000016,69228,41724
ElGamal,decrypt,prime_bits,512,audio_200KB,20480,3,0.3426592500000005,37732,
ElGamal,encrypt,prime_bits,512,audio_200KB,20480,4,0.5090302080000022,69216,41727
ElGamal,decrypt,prime_bits,512,audio_200KB,20480,4,0.34207216699999776,37728,
ElGamal,encrypt,prime_bits,512,audio_200KB,20480,5,0.5091896669999976,69216,41723
ElGamal,decrypt,prime_bits,512,audio_200KB,20480,5,0.342629125000002,37728,
ElGamal,encrypt,prime_bits,512,audio_200KB,20480,6,0.5120292500000012,69220,41721
ElGamal,decrypt,prime_bits,512,audio_200KB,20480,6,0.3430857500000002,37728,
ElGamal,encrypt,prime_bits,512,audio_200KB,20480,7,0.5116139590000017,69224,41726
ElGamal,decrypt,prime_bits,512,audio_200KB,20480,7,0.34071866700000086,37732,
ElGamal,encrypt,prime_bits,512,audio_200KB,20480,8,0.5097297919999981,69216,41725
ElGamal,decrypt,prime_bits,512,audio_200KB,20480,8,0.3358477499999992,37732,
ElGamal,encrypt,prime_bits,512,audio_200KB,20480,9,0.5053814170000024,69216,41723
ElGamal,decrypt,prime_bits,512,audio_200KB,20480,9,0.34270337499999926,37728,
ElGamal,encrypt,prime_bits,512,video_1MB,20480,0,0.5109348330000003,69228,41728
ElGamal,decrypt,prime_bits,512,video_1MB,20480,0,0.3405508339999983,37732,
ElGamal,encrypt,prime_bits,512,video_1MB,20480,1,0.5140522920000024,69220,41727
ElGamal,decrypt,prime_bits,512,video_1MB,20480,1,0.3399693329999991,37728,
ElGamal,encrypt,prime_bits,512,video_1MB,20480,2,0.5162680000000037,69224,41728
ElGamal,decrypt,prime_bits,512,video_1MB,20480,2,0.34633449999999755,37728,
ElGamal,encrypt,prime_bits,512,video_1MB,20480,3,0.5047661250000033,69232,41728
ElGamal,decrypt,prime_bits,512,video_1MB,20480,3,0.3427986660000002,37732,
ElGamal,encrypt,prime_bits,512,video_1MB,20480,4,0.5247410000000059,69228,41726
ElGamal,decrypt,prime_bits,512,video_1MB,20480,4,0.3455119999999994,37732,
ElGamal,encrypt,prime_bits,512,video_1MB,20480,5,0.512535333999999,69224,41725
ElGamal,decrypt,prime_bits,512,video_1MB,20480,5,0.3413776249999998,37732,
ElGamal,encrypt,prime_bits,512,video_1MB,20480,6,0.5151030410000033,69220,41726
ElGamal,decrypt,prime_bits,512,video_1MB,20480,6,0.3410171250000005,37728,
ElGamal,encrypt,prime_bits,512,video_1MB,20480,7,0.513974042000001,69224,41722
ElGamal,decrypt,prime_bits,512,video_1MB,20480,7,0.343455917,37728,
ElGamal,encrypt,prime_bits,512,video_1MB,20480,8,0.5110952080000004,69224,41724
ElGamal,decrypt,prime_bits,512,video_1MB,20480,8,0.3421541670000039,37732,
ElGamal,encrypt,prime_bits,512,video_1MB,20480,9,0.5018303749999973,69220,41725
ElGamal,decrypt,prime_bits,512,video_1MB,20480,9,0.34079620800000043,37732,
ElGamal,keygen,prime_bits,1024,-,0,0,0.0026512909999993894,1780,
ElGamal,keygen,prime_bits,1024,-,0,1,0.002655332999999871,1784,
ElGamal,keygen,prime_bits,1024,-,0,2,0.0026541669999957662,1784,
ElGamal,keygen,prime_bits,1024,-,0,3,0.002650584000001288,1784,
ElGamal,keygen,prime_bits,1024,-,0,4,0.0026669579999989423,1780,
ElGamal,keygen,prime_bits,1024,-,0,5,0.0026536669999970286,1784,
ElGamal,keygen,prime_bits,1024,-,0,6,0.0026085000000009018,1784,
ElGamal,keygen,prime_bits,1024,-,0,7,0.0026205410000059715,1784,
ElGamal,keygen,prime_bits,1024,-,0,8,0.0026410000000041123,1784,
ElGamal,keygen,prime_bits,1024,-,0,9,0.0026672909999945205,1784,
ElGamal,encrypt,prime_bits,1024,text_1KB,1024,0,0.05315129100000604,9412,2304
ElGamal,decrypt,prime_bits,1024,text_1KB,1024,0,0.033563417000003426,7608,
ElGamal,encrypt,prime_bits,1024,text_1KB,1024,1,0.0525000829999982,9412,2304
ElGamal,decrypt,prime_bits,1024,text_1KB,1024,1,0.03227208300000228,7608,
ElGamal,encrypt,prime_bits,1024,text_1KB,1024,2,0.05265116599999686,9412,2304
ElGamal,decrypt,prime_bits,1024,text_1KB,1024,2,0.03282770900000287,7608,
ElGamal,encrypt,prime_bits,1024,text_1KB,1024,3,0.05290858400000076,9412,2304
ElGamal,decrypt,prime_bits,1024,text_1KB,1024,3,0.032762124999997866,7608,
ElGamal,encrypt,prime_bits,1024,text_1KB,1024,4,0.0522206249999968,9412,2304
ElGamal,decrypt,prime_bits,1024,text_1KB,1024,4,0.032172875000000545,7608,
ElGamal,encrypt,prime_bits,1024,text_1KB,1024,5,0.05267975000000291,9412,2304
ElGamal,decrypt,prime_bits,1024,text_1KB,1024,5,0.03236549999999738,7608,
ElGamal,encrypt,prime_bits,1024,text_1KB,1024,6,0.0524233749999965,9408,2304
ElGamal,decrypt,prime_bits,1024,text_1KB,1024,6,0.033405874999999696,7608,
ElGamal,encrypt,prime_bits,1024,text_1KB,1024,7,0.054361666999994895,9412,2304
ElGamal,decrypt,prime_bits,1024,text_1KB,1024,7,0.032381374999999935,7608,
ElGamal,encrypt,prime_bits,1024,text_1KB,1024,8,0.05232104200000265,9412,2304
ElGamal,decrypt,prime_bits,1024,text_1KB,1024,8,0.03224991700000146,7608,
ElGamal,encrypt,prime_bits,1024,text_1KB,1024,9,0.05196008300000443,9412,2304
ElGamal,decrypt,prime_bits,1024,text_1KB,1024,9,0.03230987500000282,7608,
ElGamal,encrypt,prime_bits,1024,image_50KB,20480,0,0.9399979160000029,60932,41466
ElGamal,decrypt,prime_bits,1024,image_50KB,20480,0,0.5818733750000007,34012,
ElGamal,encrypt,prime_bits,1024,image_50KB,20480,1,0.9374602089999939,60924,41470
ElGamal,decrypt,prime_bits,1024,image_50KB,20480,1,0.5747990419999951,34012,
ElGamal,encrypt,prime_bits,1024,image_50KB,20480,2,0.9276080830000026,60916,41469
ElGamal,decrypt,prime_bits,1024,image_50KB,20480,2,0.576595832999999,34012,
ElGamal,encrypt,prime_bits,1024,image_50KB,20480,3,0.9380804999999981,60916,41471
ElGamal,decrypt,prime_bits,1024,image_50KB,20480,3,0.5738754999999998,34008,
ElGamal,encrypt,prime_bits,1024,image_50KB,20480,4,0.9322279170000058,60924,41470
ElGamal,decrypt,prime_bits,1024,image_50KB,20480,4,0.5735134589999973,34012,
ElGamal,encrypt,prime_bits,1024,image_50KB,20480,5,0.9281704579999968,60912,41472
ElGamal,decrypt,prime_bits,1024,image_50KB,20480,5,0.5762072500000031,34012,
ElGamal,encrypt,prime_bits,1024,image_50KB,20480,6,0.9291785829999952,60916,41469
ElGamal,decrypt,prime_bits,1024,image_50KB,20480,6,0.5751411250000018,34012,
ElGamal,encrypt,prime_bits,1024,image_50KB,20480,7,0.9303216250000048,60916,41470
ElGamal,decrypt,prime_bits,1024,image_50KB,20480,7,0.5737128749999982,34012,
ElGamal,encrypt,prime_bits,1024,image_50KB,20480,8,0.9369731250000015,60948,41472
ElGamal,decrypt,prime_bits,1024,image_50KB,20480,8,0.579878708999999,34008,
ElGamal,encrypt,prime_bits,1024,image_50KB,20480,9,0.9394472500000006,60924,41471
ElGamal,decrypt,prime_bits,1024,image_50KB,20480,9,0.5795753749999975,34012,
ElGamal,encrypt,prime_bits,1024,audio_200KB,20480,0,0.9303850000000011,60932,41469
ElGamal,decrypt,prime_bits,1024,audio_200KB,20480,0,0.5767228339999946,34012,
ElGamal,encrypt,prime_bits,1024,audio_200KB,20480,1,0.9379932920000016,60920,41470
ElGamal,decrypt,prime_bits,1024,audio_200KB,20480,1,0.5775746670000004,34012,
ElGamal,encrypt,prime_bits,1024,audio_200KB,20480,2,0.9297650419999997,60924,41470
ElGamal,decrypt,prime_bits,1024,audio_200KB,20480,2,0.5782315830000044,34012,
ElGamal,encrypt,prime_bits,1024,audio_200KB,20480,3,0.9318325420000093,60924,41469
ElGamal,decrypt,prime_bits,1024,audio_200KB,20480,3,0.5740232079999998,34012,
ElGamal,encrypt,prime_bits,1024,audio_200KB,20480,4,0.9366999580000055,60920,41470
ElGamal,decrypt,prime_bits,1024,audio_200KB,20480,4,0.570801375000002,34012,
ElGamal,encrypt,prime_bits,1024,audio_200KB,20480,5,0.9367392500000022,60912,41471
ElGamal,decrypt,prime_bits,1024,audio_200KB,20480,5,0.57364770800001,34012,
ElGamal,encrypt,prime_bits,1024,audio_200KB,20480,6,0.9409727919999966,60916,41471
ElGamal,decrypt,prime_bits,1024,audio_200KB,20480,6,0.5871927920000104,34012,
ElGamal,encrypt,prime_bits,1024,audio_200KB,20480,7,0.9491592499999939,60920,41469
ElGamal,decrypt,prime_bits,1024,audio_200KB,20480,7,0.5857307909999889,34012,
ElGamal,encrypt,prime_bits,1024,audio_200KB,20480,8,0.9324558330000059,60916,41472
ElGamal,decrypt,prime_bits,1024,audio_200KB,20480,8,0.5724465419999945,34012,
ElGamal,encrypt,prime_bits,1024,audio_200KB,20480,9,0.9253713749999974,60920,41471
ElGamal,decrypt,prime_bits,1024,audio_200KB,20480,9,0.5770526249999932,34012,
ElGamal,encrypt,prime_bits,1024,video_1MB,20480,0,0.9252075000000133,60916,41470
ElGamal,decrypt,prime_bits,1024,video_1MB,20480,0,0.5683046660000031,34012,
ElGamal,encrypt,prime_bits,1024,video_1MB,20480,1,0.9241299579999946,60920,41469
ElGamal,decrypt,prime_bits,1024,video_1MB,20480,1,0.5683657080000017,34012,
ElGamal,encrypt,prime_bits,1024,video_1MB,20480,2,0.9274583330000041,60916,41470
ElGamal,decrypt,prime_bits,1024,video_1MB,20480,2,0.5765866670000008,34008,
ElGamal,encrypt,prime_bits,1024,video_1MB,20480,3,0.9272479170000025,60912,41471
ElGamal,decrypt,prime_bits,1024,video_1MB,20480,3,0.5663972499999943,34012,
ElGamal,encrypt,prime_bits,1024,video_1MB,20480,4,0.9267536659999962,60924,41471
ElGamal,decrypt,prime_bits,1024,video_1MB,20480,4,0.5766145000000051,34012,
ElGamal,encrypt,prime_bits,1024,video_1MB,20480,5,0.9393931249999952,60908,41471
ElGamal,decrypt,prime_bits,1024,video_1MB,20480,5,0.5784740830000032,34012,
ElGamal,encrypt,prime_bits,1024,video_1MB,20480,6,0.9341062089999923,60912,41469
ElGamal,decrypt,prime_bits,1024,video_1MB,20480,6,0.5790369999999996,34012,
ElGamal,encrypt,prime_bits,1024,video_1MB,20480,7,0.9402005000000031,60912,41472
ElGamal,decrypt,prime_bits,1024,video_1MB,20480,7,0.5800224590000056,34012,
ElGamal,encrypt,prime_bits,1024,video_1MB,20480,8,0.936293875000004,60912,41469
ElGamal,decrypt,prime_bits,1024,video_1MB,20480,8,0.579057082999995,34012,
ElGamal,encrypt,prime_bits,1024,video_1MB,20480,9,0.9360510420000026,60920,41472
ElGamal,decrypt,prime_bits,1024,video_1MB,20480,9,0.5911436250000008,34012,
ElGamal,keygen,prime_bits,2048,-,0,0,0.015664666999995802,2736,
ElGamal,keygen,prime_bits,2048,-,0,1,0.01582358299999953,2736,
ElGamal,keygen,prime_bits,2048,-,0,2,0.01563941700000271,2736,
ElGamal,keygen,prime_bits,2048,-,0,3,0.01574233399999514,2736,
ElGamal,keygen,prime_bits,2048,-,0,4,0.015633334000000332,2736,
ElGamal,keygen,prime_bits,2048,-,0,5,0.01566937500000165,2736,
ElGamal,keygen,prime_bits,2048,-,0,6,0.015687959000004525,2736,
ElGamal,keygen,prime_bits,2048,-,0,7,0.015762291999990907,2736,
ElGamal,keygen,prime_bits,2048,-,0,8,0.015739582999998447,2736,
ElGamal,keygen,prime_bits,2048,-,0,9,0.015675791999996136,2736,
ElGamal,encrypt,prime_bits,2048,text_1KB,1024,0,0.17571391699999594,14596,2560
ElGamal,decrypt,prime_bits,2048,text_1KB,1024,0,0.10007945799999618,12496,
ElGamal,encrypt,prime_bits,2048,text_1KB,1024,1,0.17389470900000958,14596,2560
ElGamal,decrypt,prime_bits,2048,text_1KB,1024,1,0.10098066599999811,12496,
ElGamal,encrypt,prime_bits,2048,text_1KB,1024,2,0.17388008300000024,14596,2560
ElGamal,decrypt,prime_bits,2048,text_1KB,1024,2,0.10002362500000572,12496,
ElGamal,encrypt,prime_bits,2048,text_1KB,1024,3,0.17343875000000253,14596,2560
ElGamal,decrypt,prime_bits,2048,text_1KB,1024,3,0.09981666699999892,12496,
ElGamal,encrypt,prime_bits,2048,text_1KB,1024,4,0.1728595830000046,14596,2560
ElGamal,decrypt,prime_bits,2048,text_1KB,1024,4,0.10007983299999523,12496,
ElGamal,encrypt,prime_bits,2048,text_1KB,1024,5,0.17403104200000996,14600,2560
ElGamal,decrypt,prime_bits,2048,text_1KB,1024,5,0.10044141600000955,12496,
ElGamal,encrypt,prime_bits,2048,text_1KB,1024,6,0.1748548329999977,14596,2560
ElGamal,decrypt,prime_bits,2048,text_1KB,1024,6,0.10021391600000129,12496,
ElGamal,encrypt,prime_bits,2048,text_1KB,1024,7,0.17401920899999368,14596,2560
ElGamal,decrypt,prime_bits,2048,text_1KB,1024,7,0.10048474999999257,12496,
ElGamal,encrypt,prime_bits,2048,text_1KB,1024,8,0.1738503330000043,14596,2560
ElGamal,decrypt,prime_bits,2048,text_1KB,1024,8,0.09982629199998883,12496,
ElGamal,encrypt,prime_bits,2048,text_1KB,1024,9,0.17257562499999324,14596,2560
ElGamal,decrypt,prime_bits,2048,text_1KB,1024,9,0.1003080830000016,12496,
ElGamal,encrypt,prime_bits,2048,image_50KB,20480,0,2.8401041249999963,60912,41472
ElGamal,decrypt,prime_bits,2048,image_50KB,20480,0,1.6316797499999893,36000,
ElGamal,encrypt,prime_bits,2048,image_50KB,20480,1,2.832912666999988,60900,41472
ElGamal,decrypt,prime_bits,2048,image_50KB,20480,1,1.6444247080000025,36000,
ElGamal,encrypt,prime_bits,2048,image_50KB,20480,2,2.860190667000012,60916,41469
ElGamal,decrypt,prime_bits,2048,image_50KB,20480,2,1.6394038749999993,36000,
ElGamal,encrypt,prime_bits,2048,image_50KB,20480,3,2.8325513750000084,60904,41471
ElGamal,decrypt,prime_bits,2048,image_50KB,20480,3,1.6314734169999952,35996,
ElGamal,encrypt,prime_bits,2048,image_50KB,20480,4,2.8453748750000045,60908,41472
ElGamal,decrypt,prime_bits,2048,image_50KB,20480,4,1.6531092079999894,36000,
