algorithm,phase,size_label,size_value,input_label,input_size_bytes,run,time_s,peak_memory_bytes,output_bytes
HMAC-SHA256,mac_verify,input_size,5242880,5MB_video,5242880,9,0.001587583000000059,417,
HMAC-SHA256,mac_gen,input_size,8388608,8MB_video,8388608,0,0.002543250000000441,417,32
HMAC-SHA256,mac_verify,input_size,8388608,8MB_video,8388608,0,0.0025556250000002834,417,
HMAC-SHA256,mac_gen,input_size,8388608,8MB_video,8388608,1,0.002555833000000618,417,32
HMAC-SHA256,mac_verify,input_size,8388608,8MB_video,8388608,1,0.002521374999999715,417,
HMAC-SHA256,mac_gen,input_size,8388608,8MB_video,8388608,2,0.0025890830000001586,417,32
HMAC-SHA256,mac_verify,input_size,8388608,8MB_video,8388608,2,0.0025863749999999186,417,
HMAC-SHA256,mac_gen,input_size,8388608,8MB_video,8388608,3,0.0025242080000005274,417,32
HMAC-SHA256,mac_verify,input_size,8388608,8MB_video,8388608,3,0.002537708000000194,417,
HMAC-SHA256,mac_gen,input_size,8388608,8MB_video,8388608,4,0.002551667000000535,417,32
HMAC-SHA256,mac_verify,input_size,8388608,8MB_video,8388608,4,0.0025346250000000126,417,
HMAC-SHA256,mac_gen,input_size,8388608,8MB_video,8388608,5,0.0025434170000000478,417,32
HMAC-SHA256,mac_verify,input_size,8388608,8MB_video,8388608,5,0.0025449999999995754,417,
HMAC-SHA256,mac_gen,input_size,8388608,8MB_video,8388608,6,0.0025924159999997087,417,32
HMAC-SHA256,mac_verify,input_size,8388608,8MB_video,8388608,6,0.002568625000000324,417,
HMAC-SHA256,mac_gen,input_size,8388608,8MB_video,8388608,7,0.0025180420000001646,417,32
HMAC-SHA256,mac_verify,input_size,8388608,8MB_video,8388608,7,0.002556291999999516,417,
HMAC-SHA256,mac_gen,input_size,8388608,8MB_video,8388608,8,0.002543166999999791,417,32
HMAC-SHA256,mac_verify,input_size,8388608,8MB_video,8388608,8,0.0025217919999995786,417,
HMAC-SHA256,mac_gen,input_size,8388608,8MB_video,8388608,9,0.0026105410000001328,417,32
HMAC-SHA256,mac_verify,input_size,8388608,8MB_video,8388608,9,0.0025476250000000533,417,
HMAC-SHA512,mac_gen,input_size,500,500B_text,500,0,6.667000000071255e-06,522,64
HMAC-SHA512,mac_verify,input_size,500,500B_text,500,0,4.332999999689946e-06,522,
HMAC-SHA512,mac_gen,input_size,500,500B_text,500,1,4.082999999432957e-06,522,64
HMAC-SHA512,mac_verify,input_size,500,500B_text,500,1,4.083999999515697e-06,522,
HMAC-SHA512,mac_gen,input_size,500,500B_text,500,2,4.082999999432957e-06,522,64
HMAC-SHA512,mac_verify,input_size,500,500B_text,500,2,3.9579999997485515e-06,522,
HMAC-SHA512,mac_gen,input_size,500,500B_text,500,3,3.916000000714348e-06,522,64
HMAC-SHA512,mac_verify,input_size,500,500B_text,500,3,3.91599999982617e-06,522,
HMAC-SHA512,mac_gen,input_size,500,500B_text,500,4,3.7910000001417643e-06,522,64
HMAC-SHA512,mac_verify,input_size,500,500B_text,500,4,3.91699999990891e-06,522,
HMAC-SHA512,mac_gen,input_size,500,500B_text,500,5,3.833999999258708e-06,522,64
HMAC-SHA512,mac_verify,input_size,500,500B_text,500,5,8.87499999979724e-06,522,
HMAC-SHA512,mac_gen,input_size,500,500B_text,500,6,3.874999999986528e-06,522,64
HMAC-SHA512,mac_verify,input_size,500,500B_text,500,6,4.042000000481494e-06,522,
HMAC-SHA512,mac_gen,input_size,500,500B_text,500,7,3.874999999986528e-06,522,64
HMAC-SHA512,mac_verify,input_size,500,500B_text,500,7,4.041000000398753e-06,522,
HMAC-SHA512,mac_gen,input_size,500,500B_text,500,8,3.91599999982617e-06,522,64
HMAC-SHA512,mac_verify,input_size,500,500B_text,500,8,3.9579999997485515e-06,522,
HMAC-SHA512,mac_gen,input_size,500,500B_text,500,9,3.874999999986528e-06,522,64
HMAC-SHA512,mac_verify,input_size,500,500B_text,500,9,3.95900000071947e-06,522,
HMAC-SHA512,mac_gen,input_size,1024,1KB_textfile,1024,0,4.41699999953471e-06,522,64
HMAC-SHA512,mac_verify,input_size,1024,1KB_textfile,1024,0,4.499999999296733e-06,522,
HMAC-SHA512,mac_gen,input_size,1024,1KB_textfile,1024,1,4.332999999689946e-06,522,64
HMAC-SHA512,mac_verify,input_size,1024,1KB_textfile,1024,1,4.45900000034527e-06,522,
HMAC-SHA512,mac_gen,input_size,1024,1KB_textfile,1024,2,4.375000000500506e-06,522,64
HMAC-SHA512,mac_verify,input_size,1024,1KB_textfile,1024,2,8.37500000017144e-06,522,
HMAC-SHA512,mac_gen,input_size,1024,1KB_textfile,1024,3,4.375000000500506e-06,522,64
HMAC-SHA512,mac_verify,input_size,1024,1KB_textfile,1024,3,4.375000000500506e-06,522,
HMAC-SHA512,mac_gen,input_size,1024,1KB_textfile,1024,4,4.374999999612328e-06,522,64
HMAC-SHA512,mac_verify,input_size,1024,1KB_textfile,1024,4,4.41699999953471e-06,522,
HMAC-SHA512,mac_gen,input_size,1024,1KB_textfile,1024,5,4.334000000660865e-06,522,64
HMAC-SHA512,mac_verify,input_size,1024,1KB_textfile,1024,5,4.417000000422888e-06,522,
HMAC-SHA512,mac_gen,input_size,1024,1KB_textfile,1024,6,9.000000000369823e-06,522,64
HMAC-SHA512,mac_verify,input_size,1024,1KB_textfile,1024,6,4.541999999219115e-06,522,
HMAC-SHA512,mac_gen,input_size,1024,1KB_textfile,1024,7,4.332999999689946e-06,522,64
HMAC-SHA512,mac_verify,input_size,1024,1KB_textfile,1024,7,4.45900000034527e-06,522,
HMAC-SHA512,mac_gen,input_size,1024,1KB_textfile,1024,8,4.333000000578124e-06,522,64
HMAC-SHA512,mac_verify,input_size,1024,1KB_textfile,1024,8,4.41699999953471e-06,522,
HMAC-SHA512,mac_gen,input_size,1024,1KB_textfile,1024,9,4.374999999612328e-06,522,64
HMAC-SHA512,mac_verify,input_size,1024,1KB_textfile,1024,9,4.332999999689946e-06,522,
HMAC-SHA512,mac_gen,input_size,10240,10KB_textfile,10240,0,1.3917000000418511e-05,522,64
HMAC-SHA512,mac_verify,input_size,10240,10KB_textfile,10240,0,1.3834000000656488e-05,522,
HMAC-SHA512,mac_gen,input_size,10240,10KB_textfile,10240,1,1.3708000000001164e-05,522,64
HMAC-SHA512,mac_verify,input_size,10240,10KB_textfile,10240,1,1.862500000004985e-05,522,
HMAC-SHA512,mac_gen,input_size,10240,10KB_textfile,10240,2,1.3790999999763187e-05,522,64
HMAC-SHA512,mac_verify,input_size,10240,10KB_textfile,10240,2,1.3708000000001164e-05,522,
HMAC-SHA512,mac_gen,input_size,10240,10KB_textfile,10240,3,1.3666000000078782e-05,522,64
HMAC-SHA512,mac_verify,input_size,10240,10KB_textfile,10240,3,1.3667000000161522e-05,522,
HMAC-SHA512,mac_gen,input_size,10240,10KB_textfile,10240,4,1.3583000000316758e-05,522,64
HMAC-SHA512,mac_verify,input_size,10240,10KB_textfile,10240,4,1.8209000000268816e-05,522,
HMAC-SHA512,mac_gen,input_size,10240,10KB_textfile,10240,5,1.7375000000541263e-05,522,64
HMAC-SHA512,mac_verify,input_size,10240,10KB_textfile,10240,5,1.387500000049613e-05,522,
HMAC-SHA512,mac_gen,input_size,10240,10KB_textfile,10240,6,1.3667000000161522e-05,522,64
HMAC-SHA512,mac_verify,input_size,10240,10KB_textfile,10240,6,1.362500000023914e-05,522,
HMAC-SHA512,mac_gen,input_size,10240,10KB_textfile,10240,7,1.362500000023914e-05,522,64
HMAC-SHA512,mac_verify,input_size,10240,10KB_textfile,10240,7,1.3667000000161522e-05,522,
HMAC-SHA512,mac_gen,input_size,10240,10KB_textfile,10240,8,1.3583000000316758e-05,522,64
HMAC-SHA512,mac_verify,input_size,10240,10KB_textfile,10240,8,1.3624999999350962e-05,522,
HMAC-SHA512,mac_gen,input_size,10240,10KB_textfile,10240,9,1.3708000000001164e-05,522,64
HMAC-SHA512,mac_verify,input_size,10240,10KB_textfile,10240,9,1.3749999999923546e-05,522,
HMAC-SHA512,mac_gen,input_size,51200,50KB_binary,51200,0,5.679100000044457e-05,522,64
HMAC-SHA512,mac_verify,input_size,51200,50KB_binary,51200,0,5.395900000060294e-05,522,
HMAC-SHA512,mac_gen,input_size,51200,50KB_binary,51200,1,5.870800000007392e-05,522,64
HMAC-SHA512,mac_verify,input_size,51200,50KB_binary,51200,1,5.658300000010996e-05,522,
HMAC-SHA512,mac_gen,input_size,51200,50KB_binary,51200,2,5.3791000000025235e-05,522,64
HMAC-SHA512,mac_verify,input_size,51200,50KB_binary,51200,2,6.124999999990166e-05,522,
HMAC-SHA512,mac_gen,input_size,51200,50KB_binary,51200,3,5.837500000005491e-05,522,64
HMAC-SHA512,mac_verify,input_size,51200,50KB_binary,51200,3,5.65840000001927e-05,522,
HMAC-SHA512,mac_gen,input_size,51200,50KB_binary,51200,4,5.858299999950134e-05,522,64
HMAC-SHA512,mac_verify,input_size,51200,50KB_binary,51200,4,6.320799999937066e-05,522,
HMAC-SHA512,mac_gen,input_size,51200,50KB_binary,51200,5,5.6625000000032344e-05,522,64
HMAC-SHA512,mac_verify,input_size,51200,50KB_binary,51200,5,5.3750000000185594e-05,522,
HMAC-SHA512,mac_gen,input_size,51200,50KB_binary,51200,6,6.129199999982404e-05,522,64
HMAC-SHA512,mac_verify,input_size,51200,50KB_binary,51200,6,5.8500000000627495e-05,522,
HMAC-SHA512,mac_gen,input_size,51200,50KB_binary,51200,7,5.383299999994762e-05,522,64
HMAC-SHA512,mac_verify,input_size,51200,50KB_binary,51200,7,5.3750000000185594e-05,522,
HMAC-SHA512,mac_gen,input_size,51200,50KB_binary,51200,8,5.383299999994762e-05,522,64
HMAC-SHA512,mac_verify,input_size,51200,50KB_binary,51200,8,6.154200000008103e-05,522,
HMAC-SHA512,mac_gen,input_size,51200,50KB_binary,51200,9,5.358399999977337e-05,522,64
HMAC-SHA512,mac_verify,input_size,51200,50KB_binary,51200,9,5.383400000003036e-05,522,
HMAC-SHA512,mac_gen,input_size,102400,100KB_image,102400,0,0.00011333299999982671,522,64
HMAC-SHA512,mac_verify,input_size,102400,100KB_image,102400,0,0.00011370899999985085,522,
HMAC-SHA512,mac_gen,input_size,102400,100KB_image,102400,1,0.00011645799999993045,522,64
HMAC-SHA512,mac_verify,input_size,102400,100KB_image,102400,1,0.00011091599999968338,522,
HMAC-SHA512,mac_gen,input_size,102400,100KB_image,102400,2,0.0001094159999999178,522,64
HMAC-SHA512,mac_verify,input_size,102400,100KB_image,102400,2,0.00010679200000041078,522,
HMAC-SHA512,mac_gen,input_size,102400,100KB_image,102400,3,0.00010395900000048641,522,64
HMAC-SHA512,mac_verify,input_size,102400,100KB_image,102400,3,0.00010395900000048641,522,
HMAC-SHA512,mac_gen,input_size,102400,100KB_image,102400,4,0.00011279200000036127,522,64
HMAC-SHA512,mac_verify,input_size,102400,100KB_image,102400,4,0.00011845800000021,522,
HMAC-SHA512,mac_gen,input_size,102400,100KB_image,102400,5,0.00011862500000070497,522,64
HMAC-SHA512,mac_verify,input_size,102400,100KB_image,102400,5,0.00013137499999960056,522,
HMAC-SHA512,mac_gen,input_size,102400,100KB_image,102400,6,0.00010537499999951905,522,64
HMAC-SHA512,mac_verify,input_size,102400,100KB_image,102400,6,0.00015129199999996956,522,
HMAC-SHA512,mac_gen,input_size,102400,100KB_image,102400,7,0.00010916600000054899,522,64
HMAC-SHA512,mac_verify,input_size,102400,100KB_image,102400,7,0.00010704199999977959,522,
HMAC-SHA512,mac_gen,input_size,102400,100KB_image,102400,8,0.0001176669999995994,522,64
HMAC-SHA512,mac_verify,input_size,102400,100KB_image,102400,8,0.00012154100000039136,522,
HMAC-SHA512,mac_gen,input_size,102400,100KB_image,102400,9,0.00011841700000037036,522,64
HMAC-SHA512,mac_verify,input_size,102400,100KB_image,102400,9,0.0001166670000003478,522,
HMAC-SHA512,mac_gen,input_size,1048576,1MB_pdf,1048576,0,0.0012618330000000455,522,64
HMAC-SHA512,mac_verify,input_size,1048576,1MB_pdf,1048576,0,0.0011482919999998842,522,
HMAC-SHA512,mac_gen,input_size,1048576,1MB_pdf,1048576,1,0.0013803329999992897,522,64
HMAC-SHA512,mac_verify,input_size,1048576,1MB_pdf,1048576,1,0.0010913750000005606,522,
HMAC-SHA512,mac_gen,input_size,1048576,1MB_pdf,1048576,2,0.001115500000000047,522,64
HMAC-SHA512,mac_verify,input_size,1048576,1MB_pdf,1048576,2,0.0011491669999994514,522,
HMAC-SHA512,mac_gen,input_size,1048576,1MB_pdf,1048576,3,0.001179249999999854,522,64
HMAC-SHA512,mac_verify,input_size,1048576,1MB_pdf,1048576,3,0.0011802080000000714,522,
HMAC-SHA512,mac_gen,input_size,1048576,1MB_pdf,1048576,4,0.0011450410000000133,522,64
HMAC-SHA512,mac_verify,input_size,1048576,1MB_pdf,1048576,4,0.001177042000000128,522,
HMAC-SHA512,mac_gen,input_size,1048576,1MB_pdf,1048576,5,0.001168083000000486,522,64
HMAC-SHA512,mac_verify,input_size,1048576,1MB_pdf,1048576,5,0.001159832999999999,522,
HMAC-SHA512,mac_gen,input_size,1048576,1MB_pdf,1048576,6,0.0011625000000003993,522,64
HMAC-SHA512,mac_verify,input_size,1048576,1MB_pdf,1048576,6,0.0011429590000000545,522,
HMAC-SHA512,mac_gen,input_size,1048576,1MB_pdf,1048576,7,0.0011592910000004508,522,64
HMAC-SHA512,mac_verify,input_size,1048576,1MB_pdf,1048576,7,0.0011676249999998944,522,
HMAC-SHA512,mac_gen,input_size,1048576,1MB_pdf,1048576,8,0.0011613339999998473,522,64
HMAC-SHA512,mac_verify,input_size,1048576,1MB_pdf,1048576,8,0.0011630839999998699,522,
HMAC-SHA512,mac_gen,input_size,1048576,1MB_pdf,1048576,9,0.0011746659999998244,522,64
HMAC-SHA512,mac_verify,input_size,1048576,1MB_pdf,1048576,9,0.001180000000000625,522,
HMAC-SHA512,mac_gen,input_size,5242880,5MB_video,5242880,0,0.005666374999999668,522,64
HMAC-SHA512,mac_verify,input_size,5242880,5MB_video,5242880,0,0.00573858400000038,522,
HMAC-SHA512,mac_gen,input_size,5242880,5MB_video,5242880,1,0.005822499999999842,522,64
HMAC-SHA512,mac_verify,input_size,5242880,5MB_video,5242880,1,0.005909749999999825,522,
HMAC-SHA512,mac_gen,input_size,5242880,5MB_video,5242880,2,0.005812375000000536,522,64
HMAC-SHA512,mac_verify,input_size,5242880,5MB_video,5242880,2,0.0059319159999997595,522,
HMAC-SHA512,mac_gen,input_size,5242880,5MB_video,5242880,3,0.005741792000000245,522,64
HMAC-SHA512,mac_verify,input_size,5242880,5MB_video,5242880,3,0.005838874999999355,522,
HMAC-SHA512,mac_gen,input_size,5242880,5MB_video,5242880,4,0.005893999999999622,522,64
HMAC-SHA512,mac_verify,input_size,5242880,5MB_video,5242880,4,0.005746207999999697,522,
HMAC-SHA512,mac_gen,input_size,5242880,5MB_video,5242880,5,0.005778624999999593,522,64
HMAC-SHA512,mac_verify,input_size,5242880,5MB_video,5242880,5,0.005730167000000286,522,
HMAC-SHA512,mac_gen,input_size,5242880,5MB_video,5242880,6,0.005795750000000766,522,64
HMAC-SHA512,mac_verify,input_size,5242880,5MB_video,5242880,6,0.0058049160000006594,522,
HMAC-SHA512,mac_gen,input_size,5242880,5MB_video,5242880,7,0.005593000000000181,522,64
HMAC-SHA512,mac_verify,input_size,5242880,5MB_video,5242880,7,0.005694250000000345,522,
HMAC-SHA512,mac_gen,input_size,5242880,5MB_video,5242880,8,0.00561654200000028,522,64
HMAC-SHA512,mac_verify,input_size,5242880,5MB_video,5242880,8,0.005634082999999457,522,
HMAC-SHA512,mac_gen,input_size,5242880,5MB_video,5242880,9,0.0056288749999993115,522,64
HMAC-SHA512,mac_verify,input_size,5242880,5MB_video,5242880,9,0.005700041999999961,522,
HMAC-SHA512,mac_gen,input_size,8388608,8MB_video,8388608,0,0.009376915999999902,522,64
HMAC-SHA512,mac_verify,input_size,8388608,8MB_video,8388608,0,0.009141915999999917,522,
HMAC-SHA512,mac_gen,input_size,8388608,8MB_video,8388608,1,0.009068499999999702,522,64
HMAC-SHA512,mac_verify,input_size,8388608,8MB_video,8388608,1,0.009148542000000148,522,
HMAC-SHA512,mac_gen,input_size,8388608,8MB_video,8388608,2,0.009149333000000759,522,64
HMAC-SHA512,mac_verify,input_size,8388608,8MB_video,8388608,2,0.009095375000000239,522,
HMAC-SHA512,mac_gen,input_size,8388608,8MB_video,8388608,3,0.009221000000000146,522,64
HMAC-SHA512,mac_verify,input_size,8388608,8MB_video,8388608,3,0.009151166000000543,522,
HMAC-SHA512,mac_gen,input_size,8388608,8MB_video,8388608,4,0.009216166999999942,522,64
HMAC-SHA512,mac_verify,input_size,8388608,8MB_video,8388608,4,0.009169667000000103,522,
HMAC-SHA512,mac_gen,input_size,8388608,8MB_video,8388608,5,0.009159125000000046,522,64
HMAC-SHA512,mac_verify,input_size,8388608,8MB_video,8388608,5,0.009074000000000026,522,
HMAC-SHA512,mac_gen,input_size,8388608,8MB_video,8388608,6,0.009215667000000316,522,64
HMAC-SHA512,mac_verify,input_size,8388608,8MB_video,8388608,6,0.009085750000000559,522,
HMAC-SHA512,mac_gen,input_size,8388608,8MB_video,8388608,7,0.00920849999999973,522,64
HMAC-SHA512,mac_verify,input_size,8388608,8MB_video,8388608,7,0.009201584000000373,522,
HMAC-SHA512,mac_gen,input_size,8388608,8MB_video,8388608,8,0.009169416999999846,522,64
HMAC-SHA512,mac_verify,input_size,8388608,8MB_video,8388608,8,0.009139458000000822,522,
HMAC-SHA512,mac_gen,input_size,8388608,8MB_video,8388608,9,0.009148125000000285,522,64
HMAC-SHA512,mac_verify,input_size,8388608,8MB_video,8388608,9,0.009180916000000039,522,
RSA-PSS-SHA256,keygen,key_bits,2048,-,0,0,0.06646791699999977,880,
RSA-PSS-SHA256,keygen,key_bits,2048,-,0,1,0.15628908399999997,48,
RSA-PSS-SHA256,keygen,key_bits,2048,-,0,2,0.06929612500000015,48,
RSA-PSS-SHA256,keygen,key_bits,2048,-,0,3,0.08905954100000013,48,
RSA-PSS-SHA256,keygen,key_bits,2048,-,0,4,0.04552287499999963,48,
RSA-PSS-SHA256,keygen,key_bits,2048,-,0,5,0.028493334000000203,48,
RSA-PSS-SHA256,keygen,key_bits,2048,-,0,6,0.08027258400000026,48,
RSA-PSS-SHA256,keygen,key_bits,2048,-,0,7,0.08676558300000003,48,
RSA-PSS-SHA256,keygen,key_bits,2048,-,0,8,0.067012042,48,
RSA-PSS-SHA256,keygen,key_bits,2048,-,0,9,0.05905729200000032,48,
RSA-PSS-SHA256,sign,key_bits,2048,500B_text,500,0,0.0028051669999999973,12641,256
RSA-PSS-SHA256,verify,key_bits,2048,500B_text,500,0,9.195799999961451e-05,1021,
RSA-PSS-SHA256,sign,key_bits,2048,500B_text,500,1,0.0009707080000005419,866,256
RSA-PSS-SHA256,verify,key_bits,2048,500B_text,500,1,3.879200000067584e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,500B_text,500,2,0.000977875000000239,866,256
RSA-PSS-SHA256,verify,key_bits,2048,500B_text,500,2,3.241699999989578e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,500B_text,500,3,0.0009891250000002572,866,256
RSA-PSS-SHA256,verify,key_bits,2048,500B_text,500,3,3.208399999987677e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,500B_text,500,4,0.0009644160000004121,866,256
RSA-PSS-SHA256,verify,key_bits,2048,500B_text,500,4,3.449999999993736e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,500B_text,500,5,0.0009709159999999883,866,256
RSA-PSS-SHA256,verify,key_bits,2048,500B_text,500,5,3.645900000037727e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,500B_text,500,6,0.0009630829999993651,866,256
RSA-PSS-SHA256,verify,key_bits,2048,500B_text,500,6,3.212499999971641e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,500B_text,500,7,0.0009639589999999032,866,256
RSA-PSS-SHA256,verify,key_bits,2048,500B_text,500,7,3.2083000000682205e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,500B_text,500,8,0.0009663749999999638,866,256
RSA-PSS-SHA256,verify,key_bits,2048,500B_text,500,8,3.1749999999775014e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,500B_text,500,9,0.0009824160000002635,866,256
RSA-PSS-SHA256,verify,key_bits,2048,500B_text,500,9,3.2000000000032e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,1KB_textfile,1024,0,0.0009634580000001947,866,256
RSA-PSS-SHA256,verify,key_bits,2048,1KB_textfile,1024,0,3.2291000000128633e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,1KB_textfile,1024,1,0.0009933339999994573,866,256
RSA-PSS-SHA256,verify,key_bits,2048,1KB_textfile,1024,1,3.145899999967838e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,1KB_textfile,1024,2,0.0009763749999995852,866,256
RSA-PSS-SHA256,verify,key_bits,2048,1KB_textfile,1024,2,3.2041999999954385e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,1KB_textfile,1024,3,0.0009587090000007237,866,256
RSA-PSS-SHA256,verify,key_bits,2048,1KB_textfile,1024,3,3.5500000000077137e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,1KB_textfile,1024,4,0.0009848330000004069,866,256
RSA-PSS-SHA256,verify,key_bits,2048,1KB_textfile,1024,4,3.4165999999835606e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,1KB_textfile,1024,5,0.0009873750000002346,866,256
RSA-PSS-SHA256,verify,key_bits,2048,1KB_textfile,1024,5,4.275000000042439e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,1KB_textfile,1024,6,0.0009786670000000441,866,256
RSA-PSS-SHA256,verify,key_bits,2048,1KB_textfile,1024,6,3.429200000049093e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,1KB_textfile,1024,7,0.0009932089999997729,866,256
RSA-PSS-SHA256,verify,key_bits,2048,1KB_textfile,1024,7,3.2625000000230386e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,1KB_textfile,1024,8,0.0009764159999994249,866,256
RSA-PSS-SHA256,verify,key_bits,2048,1KB_textfile,1024,8,3.2832999999676815e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,1KB_textfile,1024,9,0.0009921249999997883,866,256
RSA-PSS-SHA256,verify,key_bits,2048,1KB_textfile,1024,9,3.1791999999697396e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,10KB_textfile,10240,0,0.0009958750000000904,866,256
RSA-PSS-SHA256,verify,key_bits,2048,10KB_textfile,10240,0,3.504199999948554e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,10KB_textfile,10240,1,0.0009847499999997567,866,256
RSA-PSS-SHA256,verify,key_bits,2048,10KB_textfile,10240,1,3.562499999976154e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,10KB_textfile,10240,2,0.0009657089999999258,866,256
RSA-PSS-SHA256,verify,key_bits,2048,10KB_textfile,10240,2,3.483299999995637e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,10KB_textfile,10240,3,0.0009815410000006963,866,256
RSA-PSS-SHA256,verify,key_bits,2048,10KB_textfile,10240,3,3.487499999987875e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,10KB_textfile,10240,4,0.0009825420000000307,866,256
RSA-PSS-SHA256,verify,key_bits,2048,10KB_textfile,10240,4,3.487499999987875e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,10KB_textfile,10240,5,0.0009955409999999887,866,256
RSA-PSS-SHA256,verify,key_bits,2048,10KB_textfile,10240,5,3.479200000011673e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,10KB_textfile,10240,6,0.0009849170000002516,866,256
RSA-PSS-SHA256,verify,key_bits,2048,10KB_textfile,10240,6,3.7333000000749905e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,10KB_textfile,10240,7,0.0009687500000001847,866,256
RSA-PSS-SHA256,verify,key_bits,2048,10KB_textfile,10240,7,3.479200000011673e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,10KB_textfile,10240,8,0.0010097499999996984,866,256
RSA-PSS-SHA256,verify,key_bits,2048,10KB_textfile,10240,8,3.5207999999897766e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,10KB_textfile,10240,9,0.0009788329999995682,866,256
RSA-PSS-SHA256,verify,key_bits,2048,10KB_textfile,10240,9,3.9874999999689464e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,50KB_binary,51200,0,0.0009877910000000156,866,256
RSA-PSS-SHA256,verify,key_bits,2048,50KB_binary,51200,0,5.316600000071503e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,50KB_binary,51200,1,0.0010347920000004507,866,256
RSA-PSS-SHA256,verify,key_bits,2048,50KB_binary,51200,1,4.8791000000214524e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,50KB_binary,51200,2,0.0021663329999999092,866,256
RSA-PSS-SHA256,verify,key_bits,2048,50KB_binary,51200,2,4.925000000000068e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,50KB_binary,51200,3,0.0009915420000004005,866,256
RSA-PSS-SHA256,verify,key_bits,2048,50KB_binary,51200,3,4.8833000000136906e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,50KB_binary,51200,4,0.0010077499999994188,866,256
RSA-PSS-SHA256,verify,key_bits,2048,50KB_binary,51200,4,4.858299999987992e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,50KB_binary,51200,5,0.0010021249999994097,866,256
RSA-PSS-SHA256,verify,key_bits,2048,50KB_binary,51200,5,4.7999999999603915e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,50KB_binary,51200,6,0.0010053340000002464,866,256
RSA-PSS-SHA256,verify,key_bits,2048,50KB_binary,51200,6,4.891599999989893e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,50KB_binary,51200,7,0.000990333999999926,866,256
RSA-PSS-SHA256,verify,key_bits,2048,50KB_binary,51200,7,4.787499999991951e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,50KB_binary,51200,8,0.0009966669999998956,866,256
RSA-PSS-SHA256,verify,key_bits,2048,50KB_binary,51200,8,4.86249999998023e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,50KB_binary,51200,9,0.0010052910000002413,866,256
RSA-PSS-SHA256,verify,key_bits,2048,50KB_binary,51200,9,4.7750000000235104e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,100KB_image,102400,0,0.0010220000000007445,866,256
RSA-PSS-SHA256,verify,key_bits,2048,100KB_image,102400,0,6.983300000040771e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,100KB_image,102400,1,0.0010257500000001585,866,256
RSA-PSS-SHA256,verify,key_bits,2048,100KB_image,102400,1,6.995800000009211e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,100KB_image,102400,2,0.0009981249999997388,866,256
RSA-PSS-SHA256,verify,key_bits,2048,100KB_image,102400,2,7.333299999956466e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,100KB_image,102400,3,0.0009789590000002235,866,256
RSA-PSS-SHA256,verify,key_bits,2048,100KB_image,102400,3,6.254200000022081e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,100KB_image,102400,4,0.0009590419999998545,866,256
RSA-PSS-SHA256,verify,key_bits,2048,100KB_image,102400,4,6.675000000022635e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,100KB_image,102400,5,0.0009968330000003078,866,256
RSA-PSS-SHA256,verify,key_bits,2048,100KB_image,102400,5,6.583300000073677e-05,853,
RSA-PSS-SHA256,sign,key_bits,2048,100KB_image,102400,6,0.000997542000000351,866,256
